"entity_name","entity_id","team_name","year","runner_runs","fielder_runs","runner_runs_advances","runner_runs_thrown_out","runner_runs_hold","fielder_runs_advances","fielder_runs_thrown_out","fielder_runs_hold","n_opp_xb","n_att_xb","rate_att_xb","est_rate_att_generic_runner","est_rate_att_generic_fielder","n_out","n_safe","rate_safe","rate_safe_per_attempt"
"Hoskins, Rhys",656555,"CLE",2026,-1.9023584539867544,0.9275424238726272,0.6429803530002056,-1.669066296415958,-0.8762725105710019,-1.0374296438926949,1.536643430991731,0.42832863677359134,43,18,0.4186046511627907,0.44725647796402135,0.35416018205858435,2,16,0.37209302325581395,0.8888888888888888
"Chisholm Jr., Jazz",665862,"NYY",2026,1.5070733155128955,-0.5266047673217816,2.0792928276500264,0,-0.5722195121371321,-1.549176711999208,0,1.0225719446774268,68,24,0.35294117647058837,0.3022974276077738,0.36664890746631923,0,24,0.35294117647058837,1
"Bazzana, Travis",683953,"CLE",2026,2.144037272861363,-1.5362966958692166,2.704235224551113,0,-0.5601979516897505,-2.308479414005995,0,0.7721827181367787,62,22,0.35483870967741943,0.2608401210351686,0.30350278313518214,0,22,0.35483870967741943,1
"Crawford, Justin",702222,"PHI",2026,0.3166335394709442,1.0439212363030705,1.4524082530237599,0,-1.135774713552816,-0.8718025976899166,0,1.915723833992987,62,19,0.3064516129032258,0.32481225103446343,0.4194912894291662,0,19,0.3064516129032258,1
"Acuña Jr., Ronald",660670,"ATL",2026,0.6672252841112436,-0.24264850185464915,1.0404956817123523,0,-0.3732703976011087,-0.8755394948402263,0,0.632890992985577,57,22,0.3859649122807018,0.3608804642343249,0.39196754269256384,0,22,0.3859649122807018,1
"Dingler, Dillon",693307,"DET",2026,0.7608930097750127,-0.9387760558961724,2.6393803796701136,-0.9386267645542643,-0.939860605340836,-2.6382639778004395,0.9384901937238797,0.7609977281803864,84,40,0.4761904761904762,0.4326391822198388,0.42038410763067396,1,39,0.46428571428571425,0.975
"Peña, Jeremy",665161,"HOU",2026,0.9235592359305442,0.07115822597070565,2.5453519400532967,-0.9863296467611036,-0.6354630573616488,-1.8026854653289979,0.986276224389973,0.8875674669097307,64,27,0.4218749999999999,0.3365225073638775,0.40114643216319995,1,26,0.4062499999999999,0.9629629629629629
"Meckler, Wade",685133,"LAA",2026,0.5693998469249584,0.06472131162526396,0.9878633208408121,0,-0.4184634739158535,-0.6249464315737637,0,0.6896677431990275,37,13,0.35135135135135137,0.31666590790896976,0.3891158101238881,0,13,0.35135135135135137,1
"Ortiz, Joey",687401,"MIL",2026,-0.13380722801977943,0.5924423791172465,0.6990456566454134,0,-0.8328528846651928,-0.5128532001114618,0,1.105295579228708,47,15,0.31914893617021284,0.36713121988236935,0.40891284490709656,0,15,0.31914893617021284,1
"Lile, Daylen",695734,"WSH",2026,1.740840353504369,0.1457933033543194,3.098672906186213,0,-1.3578325526818429,-2.0574154747474855,0,2.2032087781018057,99,40,0.40404040404040403,0.3774282053925584,0.45281478638262873,0,40,0.40404040404040403,1
"Young, Cole",702284,"SEA",2026,0.5404013506958995,-0.3566451351372723,2.223934773953772,-0.7948773291492526,-0.8886560941086201,-2.131826178433821,0.8054724456116474,0.9697085976849011,93,36,0.38709677419354865,0.3556853448004921,0.3641428218592338,1,35,0.3763440860215056,0.9722222222222222
"Carter, Evan",694497,"TEX",2026,1.0384429960960544,-0.15578114128635284,1.7610029091358943,0,-0.7225599130398401,-1.3318744726253609,0,1.1760933313390078,51,23,0.45098039215686264,0.40740578042961284,0.4831255118840531,0,23,0.45098039215686264,1
"Okamoto, Kazuma",672960,"TOR",2026,-1.5442416881094279,0.24667288792096198,1.142903031037238,-0.8649024163777533,-1.8222423027689125,-1.7227500022946707,0.8105393233139327,1.1588835669016997,73,25,0.34246575342465757,0.4311907685858095,0.36268637378817836,1,24,0.3287671232876713,0.96
"Simpson, Chandler",802415,"TB",2026,4.2614325629668555,-1.678379805053443,5.316775207344696,-0.7758485777832864,-0.2794940665945569,-3.44639918222691,0.846602989987103,0.9214163871863639,104,46,0.4423076923076924,0.2741934878095722,0.38196515808718773,1,45,0.43269230769230754,0.9782608695652174
"Marsh, Brandon",669016,"PHI",2026,0.93426413644231,-0.2372935317447469,1.6417796426973712,0,-0.7075155062550614,-1.3587899559577465,0,1.1214964242129999,82,25,0.3048780487804878,0.3003546879677197,0.3378277772426404,0,25,0.3048780487804878,1
"Adames, Willy",642715,"SF",2026,-1.7058946554191914,1.8818548756225437,1.3316239356975708,-1.737172209185848,-1.3003463819309142,-1.2835003321419316,1.758920745808822,1.4064344619556537,93,33,0.3548387096774193,0.3715855232307998,0.3819883061760186,2,31,0.33333333333333337,0.9393939393939394
"Tucker, Kyle",663656,"LAD",2026,0.21339646708955856,-0.9154244083783658,1.5056647201147648,0,-1.2922682530252063,-1.900772027939013,0,0.9853476195606474,79,28,0.3544303797468355,0.3841164411571803,0.3465757531642058,0,28,0.3544303797468355,1
"Tovar, Ezequiel",678662,"COL",2026,0.15692062055717837,-0.15097101965857315,0.7747782522271288,0,-0.6178576316699503,-0.7962716777552282,0,0.6453006580966552,52,20,0.3846153846153847,0.40163882734501605,0.4025394635965424,0,20,0.3846153846153847,1
"Bolte, Henry",703607,"ATH",2026,0.49968626156600915,0.8069348906394285,1.397054268932759,0,-0.8973680073667497,-0.7997590518475939,0,1.6066939424870224,37,16,0.43243243243243235,0.4218815911933911,0.5632651769361839,0,16,0.43243243243243235,1
"Varsho, Daulton",662139,"TOR",2026,-0.2561870553699778,0.8811097860721513,1.5408579083150808,-0.7551380523304196,-1.041906911354639,-1.2508413772386946,0.7615426416956828,1.3704085216151631,75,28,0.3733333333333333,0.3786232011544234,0.4137614338427521,1,27,0.35999999999999993,0.9642857142857143
"Gurriel Jr., Lourdes",666971,"AZ",2026,0.5473417538368315,-0.7023863453434597,0.9054468021215137,0,-0.35810504828468237,-0.9446909950710578,0,0.24230464972759813,38,11,0.2894736842105262,0.2631599493578425,0.24356711551742843,0,11,0.2894736842105262,1
"Reynolds, Bryan",668804,"PIT",2026,0.28723920775175704,0.1629068948838447,2.302678856808088,-0.7504509385734378,-1.2649887104828932,-2.1495013958305353,0.7505054037208224,1.561902886993558,110,45,0.40909090909090917,0.3971224889600667,0.41266599052059383,1,44,0.40000000000000013,0.9777777777777777
"Heim, Jonah",641680,"MLB",2026,-0.13132843855401244,-0.8936551207026403,0.5508221882529561,0,-0.6821506268069686,-1.0650980312408438,0,0.17144291053820343,36,10,0.2777777777777778,0.3428024374232167,0.21645993821137616,0,10,0.2777777777777778,1
"De La Cruz, Elly",682829,"CIN",2026,1.4017336892256986,0.5116040058566016,3.0943722044153392,-0.7507139980284593,-0.9419245171611808,-2.057675446652355,0.7545602184988186,1.8147192340101377,88,33,0.3750000000000001,0.2992439214429535,0.3968782332845393,1,32,0.3636363636363636,0.9696969696969697
"Alvarez, Francisco",682626,"NYM",2026,0.262708649676608,-0.9139507452815697,0.7308402687121401,0,-0.46813161903553213,-1.1573891814003958,0,0.24343843611882598,45,13,0.28888888888888886,0.30662617722077506,0.2447159099561386,0,13,0.28888888888888886,1
"Grisham, Trent",663757,"NYY",2026,-2.5834526690878437,3.0062167973651763,1.5465952926448656,-2.3485541304829773,-1.7814938312497297,-1.3655831599107895,2.400399177921023,1.9714007793549424,69,22,0.3188405797101452,0.33383976996452625,0.36052227111237944,3,19,0.2753623188405799,0.8636363636363636
"Wilson, Jacob",805779,"ATH",2026,-0.3078744793628033,-0.2010850903667222,1.0992390690272864,0,-1.4071135483900896,-1.3382810760107715,0,1.137195985644049,62,15,0.2419354838709678,0.2996977936309674,0.2656176036349074,0,15,0.2419354838709678,1
"Greene, Riley",682985,"DET",2026,-0.01405942369062899,-0.011886416468600239,1.8485426232895066,-0.8034141822351188,-1.0591878647450164,-1.8624566788706083,0.804479022487159,1.0460912399148483,98,35,0.3571428571428572,0.3659545592019528,0.363446008881247,1,34,0.3469387755102042,0.9714285714285714
"Kwan, Steven",680757,"CLE",2026,0.1570498859812073,0.108612997754986,1.9315782199617348,-0.7731376402633837,-1.0013906937171435,-1.8569357765184031,0.7875292819179358,1.1780194923554532,90,27,0.3000000000000001,0.27860615924321364,0.29328596970503507,1,26,0.2888888888888889,0.9629629629629629
"Edwards, Xavier",669364,"MIA",2026,0.7878542423034881,0.21470951004144462,3.1166287100301626,-1.518834292567587,-0.8099401751590883,-2.491581386214708,1.5327552329596679,1.173535663296485,100,40,0.39999999999999997,0.3220727448663604,0.36394701776056615,2,38,0.37999999999999995,0.95
"Gelof, Zack",680869,"ATH",2026,0.9244996906791625,-0.14902416882713507,2.032608775640063,-0.7595835222439729,-0.34852556271692753,-1.564095703242923,0.7828601538994993,0.6322113805162888,58,26,0.4482758620689655,0.3651330494166859,0.4153432327002295,1,25,0.4310344827586208,0.9615384615384616
"Rengifo, Luis",650859,"MLB",2026,-0.08658718336450139,0.13236885859666486,1.1985214657868524,-0.7896216813521879,-0.495486967799166,-1.169942378418664,0.7864152153132845,0.5158960217020446,39,16,0.4102564102564103,0.3716986802821498,0.3769733847753851,1,15,0.3846153846153846,0.9375
"DeLuca, Jonny",676356,"TB",2026,1.068314965385537,-0.29344644723177843,1.2806744653478102,0,-0.21235949996227318,-0.8487237865970942,0,0.5552773393653159,37,16,0.4324324324324325,0.3487196184720191,0.4403683121692289,0,16,0.4324324324324325,1
"Freeman, Tyler",671289,"COL",2026,-1.1737397099781488,1.4430839407267222,0.726624999758916,-0.8755164740802303,-1.0248482356568347,-0.5610055915777563,0.8667132083481133,1.137376323956365,47,15,0.3191489361702128,0.38007030965506683,0.3971254220482461,1,14,0.2978723404255319,0.9333333333333333
"Rocchio, Brayan",677587,"CLE",2026,0.6001897482636137,-1.0815865664085762,1.8664149190875265,-0.7604135862906188,-0.5058115845332944,-2.1791876745276526,0.7538956849202496,0.343705423198827,84,27,0.32142857142857156,0.2844656711978628,0.2597104211599642,1,26,0.30952380952380937,0.9629629629629629
"Rumfield, TJ",681198,"COL",2026,-2.1053083943816304,-1.3278217975950855,1.248467929682082,0,-3.3537763240637117,-2.7780524496262067,0,1.450230652031121,121,33,0.2727272727272728,0.3800430344935992,0.26539425846053766,0,33,0.2727272727272728,1
"Taveras, Leody",665750,"BAL",2026,2.0984147719835935,-1.0591211411800328,2.787583477133967,0,-0.6891687051503732,-2.059577373257233,0,1.0004562320772006,56,29,0.5178571428571429,0.4203655701543372,0.49541469943139654,0,29,0.5178571428571429,1
"Scott II, Victor",687363,"STL",2026,0.7804578287289774,0.08707571610694645,1.0025361780749849,0,-0.22207834934600734,-0.5577536661065083,0,0.644829382213455,36,16,0.4444444444444444,0.38861609235073213,0.4946619873993676,0,16,0.4444444444444444,1
"Bogaerts, Xander",593428,"SD",2026,-0.4184923457585422,0.5923186737883346,1.2216847116449834,-0.7889238241807808,-0.851253233222745,-1.2056260601343336,0.8256541859999811,0.9722905479226869,55,16,0.290909090909091,0.2922841505182168,0.3086988280766042,1,15,0.27272727272727276,0.9375
"Kelly, Carson",608348,"CHC",2026,-0.4639806349578176,-0.8051191795513649,0.5769690620198671,0,-1.0409496969776844,-1.1657681683834653,0,0.36064898883210045,63,21,0.3333333333333333,0.39886742883543175,0.3145697017453257,0,21,0.3333333333333333,1
"Peraza, Oswald",672724,"LAA",2026,0.906004725719767,-0.4387359827272199,1.5611846059223888,0,-0.6551798802026216,-1.2404082374703675,0,0.8016722547431476,56,18,0.3214285714285714,0.2803921646242553,0.31667072299519267,0,18,0.3214285714285714,1
"Durbin, Caleb",702332,"BOS",2026,1.079642954479742,-0.8459925209485922,2.2319103041897908,-0.8729135729537103,-0.27935377675633816,-2.079020750611209,0.90002310165912,0.33300512800349663,71,32,0.45070422535211263,0.37456988938646585,0.38482804378401264,1,31,0.4366197183098592,0.96875
"Wong, Connor",657136,"BOS",2026,-1.729286685299791,1.9277633280684285,0.3819210406117438,-1.7660470295583521,-0.34516069635318264,-0.3034663636466584,1.8231822647431497,0.4080474269719373,35,14,0.39999999999999997,0.4096317720025977,0.4302325611446126,2,12,0.34285714285714286,0.8571428571428571
"Henderson, Gunnar",683002,"BAL",2026,2.717246185061885,-1.7277121976642462,3.2344070000593406,0,-0.5171608149974554,-2.5867445819599677,0,0.8590323842957222,74,32,0.4324324324324325,0.32763336953351874,0.38620964831385884,0,32,0.4324324324324325,1
"Crow-Armstrong, Pete",691718,"CHC",2026,2.1582700019906995,-0.19509294755954992,2.7544995877472953,0,-0.5962295857565942,-1.6974392445007842,0,1.5023462969412344,82,33,0.402439024390244,0.3391659589431527,0.44335252160827404,0,33,0.402439024390244,1
"Basallo, Samuel",694212,"BAL",2026,-1.3929671626899902,-0.31092713980205916,0.6861440514637066,-0.7881160486796472,-1.2909951654740497,-1.4087401694327726,0.7551464494049837,0.34266658022572993,53,14,0.26415094339622647,0.3416633714321819,0.19522663648929198,1,13,0.24528301886792458,0.9285714285714286
"McMahon, Ryan",641857,"NYY",2026,0.2481231238204516,-0.7220573004562433,0.6197338625812763,0,-0.3716107387608245,-0.8863006505748547,0,0.16424335011861135,40,13,0.325,0.32979670077665996,0.28299418828764705,0,13,0.325,1
"Manzardo, Kyle",700932,"CLE",2026,-1.251471753658213,-0.024530039874039948,0.5878922021986905,-0.8118557182213577,-1.0275082376355456,-1.243764791403959,0.7776719323159513,0.44156281921396734,57,19,0.3333333333333334,0.39162423688865183,0.3023018451292166,1,18,0.3157894736842106,0.9473684210526315
"Torrens, Luis",620443,"NYM",2026,0.32213580376881046,-0.8184156878884947,1.0668193201940495,0,-0.7446835164252389,-1.3337713773243385,0,0.5153556894358435,43,16,0.372093023255814,0.37638899947457044,0.32633730328228716,0,16,0.372093023255814,1
"Martínez, Angel",682657,"CLE",2026,0.48329175639193095,-0.3852948951908136,1.471025618002484,-0.7612032707329744,-0.22653059087757865,-1.371487950584572,0.7642431512454956,0.22194990414826266,49,20,0.4081632653061224,0.32231321883664443,0.33248349971540675,1,19,0.38775510204081626,0.95
"Pages, Andy",681624,"LAD",2026,0.9211879517436077,-0.6387561310068024,2.7894866825075555,-0.7686074607985285,-1.09969126996542,-2.648635647498465,0.7759610639763075,1.233918452515356,92,39,0.423913043478261,0.38221556644327254,0.3945527853751466,1,38,0.4130434782608695,0.9743589743589743
"Valenzuela, Brandon",678218,"TOR",2026,-0.2110028844978267,-0.5926724909866071,0.6663780262819552,0,-0.8773809107797821,-0.9903134519542678,0,0.3976409609676607,42,10,0.23809523809523814,0.3016208354527346,0.2283313157728275,0,10,0.23809523809523814,1
"Ruiz, Keibert",660688,"WSH",2026,-3.2802056155660413,1.2921687068150078,0.7212959131482711,-2.7270699479926854,-1.2744315807216262,-1.5559606722425405,2.4408910887463655,0.4072382903111827,60,20,0.33333333333333326,0.3887093776344812,0.2601853183238069,3,17,0.2833333333333333,0.85
"Langford, Wyatt",694671,"TEX",2026,-0.16306464012197483,0.9976948101018733,1.3248232186403042,-0.7902353665762555,-0.697652492186023,-0.9474627236052034,0.8418021266201706,1.1033554070869063,47,18,0.38297872340425515,0.3530088493385779,0.42196458932126324,1,17,0.3617021276595743,0.9444444444444444
"Walker, Christian",572233,"HOU",2026,0.1534806845739547,-1.0240062749336962,1.3429589130931514,-0.7515719592010688,-0.4379062693181281,-2.0043948519295385,0.7505220483041698,0.22986652869167223,72,31,0.4305555555555557,0.4124663356528107,0.36345527455108634,1,30,0.41666666666666674,0.967741935483871
"Keith, Colt",690993,"DET",2026,1.6038809192434251,-1.133480625943187,2.123192386164403,0,-0.5193114669209772,-1.8339227909867526,0,0.7004421650435648,71,29,0.40845070422535207,0.3463018034485812,0.3740357671032788,0,29,0.40845070422535207,1
"Mangum, Jake",663968,"PIT",2026,1.5833690535198774,-0.03777271443418391,2.2783797228180607,0,-0.6950106692981832,-1.451226445336598,0,1.4134537309024136,72,22,0.30555555555555547,0.25748998581942867,0.35486527525103917,0,22,0.30555555555555547,1
"Young, Jared",676724,"NYM",2026,0.5911827617575222,-0.399412034660164,1.1392572318844016,0,-0.5480744701268792,-1.040514481381798,0,0.6411024467216341,38,13,0.3421052631578947,0.3243677893641131,0.3463814685353187,0,13,0.3421052631578947,1
"Stowers, Kyle",669065,"MIA",2026,0.8939964131687611,-1.2205657971880308,1.8650214478999785,0,-0.9710250347312175,-2.0530389707272634,0,0.8324731735392328,59,19,0.32203389830508466,0.3085664161572972,0.28495205554488257,0,19,0.32203389830508466,1
"Antonacci, Sam",803011,"CWS",2026,0.8321836064561253,-0.3435653787769002,2.8246069016681448,-0.8158933243374968,-1.176529970874523,-2.578344625570572,0.8255305217708153,1.409248725022856,89,31,0.348314606741573,0.3161163527989503,0.3412632582587524,1,30,0.3370786516853932,0.967741935483871
"Pasquantino, Vinnie",686469,"KC",2026,-1.505153927307609,-0.44169003461089607,0.8446737345909164,-0.9566627430697873,-1.393164918828738,-1.9838619272100828,0.8900153883580599,0.6521565042411268,74,25,0.33783783783783794,0.4010611259526907,0.3045428765990992,1,24,0.32432432432432445,0.96
"Lowe, Brandon",664040,"PIT",2026,0.30404027171619585,-0.38789701708200547,1.5092523037329102,0,-1.2052120320167141,-1.5244410402323414,0,1.1365440231503356,97,34,0.35051546391752575,0.37376569398611165,0.37004057355162706,0,34,0.35051546391752575,1
"Vaughn, Andrew",683734,"MIL",2026,-0.5577711565882916,-0.7671721421639226,0.8638580909660564,0,-1.4216292475543473,-1.4951530803552615,0,0.7279809381913391,55,19,0.34545454545454546,0.4257206850495752,0.32536903690789454,0,19,0.34545454545454546,1
"Perdomo, Geraldo",672695,"AZ",2026,-0.12150933642433974,-0.5430437436765271,2.4203483363847567,-1.8236983606862949,-0.7181593121228014,-2.904469829162673,1.7995549944815417,0.5618710910046048,86,38,0.4418604651162791,0.39913519671741293,0.37246139708711073,2,36,0.41860465116279066,0.9473684210526315
"Martin, Austin",668885,"MIN",2026,-0.36150247375179445,0.5771496292311934,1.7914092490669986,-1.5151965402073775,-0.6377151826114158,-1.685875128081363,1.5253044924376333,0.7377202648749229,70,24,0.34285714285714286,0.309946222863529,0.32274060520672687,2,22,0.3142857142857143,0.9166666666666666
"Bregman, Alex",608324,"CHC",2026,0.40009713367449956,-0.9390610600365803,1.774002330402492,0,-1.3739051967279918,-1.9915244003399244,0,1.052463340303344,81,22,0.271604938271605,0.2954341638079938,0.26405460805058295,0,22,0.271604938271605,1
"Lopez, Nicky",670032,"MLB",2026,1.357508943777158,-1.077811140752788,1.689556695195637,0,-0.33204775141847903,-1.5681167578531,0,0.4903056171003118,45,15,0.3333333333333334,0.2587642601573812,0.2915221667219223,0,15,0.3333333333333334,1
"Rodríguez, Julio",677594,"SEA",2026,0.37558570560440796,0.6297061030398817,1.8079337708822993,-0.7809964403522249,-0.6513516249256663,-1.4228074761949867,0.8198956884933506,1.2326178907415173,78,31,0.3974358974358974,0.3563166365495429,0.4129385384328422,1,30,0.38461538461538464,0.967741935483871
"Carrigg, Cole",694249,"COL",2026,0.9294855934524671,-0.15949463779140347,1.5261730805339657,0,-0.5966874870814985,-1.114653078076942,0,0.9551584402855384,40,19,0.475,0.4300534662824847,0.5093193950855084,0,19,0.475,1
"Smith, Cam",701358,"HOU",2026,1.8502604214117333,-1.1852984552072918,2.071780671049363,0,-0.2215202496376296,-1.6593945131596826,0,0.47409605795239107,56,22,0.39285714285714296,0.29937174122236887,0.3546250391045581,0,22,0.39285714285714296,1
"Bellinger, Cody",641355,"NYY",2026,1.4760142036213393,-0.07336264250650629,3.7436272445071284,-1.52537393736164,-0.7422391035241502,-2.8589898491525565,1.5754626673468821,1.2101645392991691,87,39,0.4482758620689654,0.3391375855234547,0.4107380986835515,2,37,0.42528735632183917,0.9487179487179487
"Sánchez, Gary",596142,"MIL",2026,-0.8906036946020142,0.14304594390863132,0.3434207789214242,0,-1.2340244735234385,-0.5919460246708117,0,0.7349919685794429,36,10,0.2777777777777778,0.4049169790167697,0.3249778591892775,0,10,0.2777777777777778,1
"Massey, Michael",686681,"KC",2026,-0.9697906659497885,0.5842503662075633,1.4961395157331543,-1.6589739114518753,-0.8069562702310675,-1.6684001542283222,1.6143758236078574,0.6382746968280277,62,25,0.4032258064516129,0.3926787846043534,0.3649526449701764,2,23,0.3709677419354839,0.92
"Witt Jr., Bobby",677951,"KC",2026,1.6837778594098007,0.6806461574696239,3.017492861992696,-0.793909248615667,-0.5398057539672272,-1.8879852313213377,0.878224359834997,1.6904070289559654,100,39,0.39000000000000007,0.31864498263224733,0.41885374438552125,1,38,0.38000000000000006,0.9743589743589743
"Rojas, Miguel",500743,"LAD",2026,-0.7735530491713306,0.09994662844447956,0.5573234319225137,-0.8503843753413258,-0.48049210575251877,-0.9128407984977273,0.7892419692619578,0.22354545768024925,39,12,0.3076923076923077,0.3252975216390036,0.2530908641634494,1,11,0.2820512820512821,0.9166666666666666
"Caissie, Owen",683357,"MIA",2026,0.5632576779273144,-0.32107072928358216,0.9228985699422518,0,-0.35964089201493743,-0.8432909347750848,0,0.5222202054915026,43,14,0.3255813953488371,0.30909876260802777,0.3344664618283852,0,14,0.3255813953488371,1
"Riley, Austin",663586,"ATL",2026,0.0654874590192223,0.16391101485562265,1.8683750217724417,-0.7848574743696966,-1.0180300883835232,-1.7092349522537746,0.7830309010868941,1.0901150660225032,77,32,0.4155844155844156,0.40799538045417133,0.41800745586855603,1,31,0.40259740259740256,0.96875
"Mullins, Cedric",656775,"TB",2026,0.08980816827090042,0.29044018199302457,0.587235478236586,0,-0.49742730996568546,-0.4395755872975636,0,0.7300157692905882,36,9,0.25000000000000006,0.2693292803757007,0.3157330292238779,0,9,0.25000000000000006,1
"Carroll, Corbin",682998,"AZ",2026,3.997719342744699,-1.5063714067152465,5.345888702512723,-0.7632792285778593,-0.5848901311901651,-3.43435062162272,0.8325568660725112,1.095422348834962,97,51,0.5257731958762886,0.35141106416618956,0.4648753387752379,1,50,0.5154639175257734,0.9803921568627451
"Loftin, Nick",679845,"KC",2026,0.3573638411011451,-0.25865286891858474,1.911877908074512,-0.780310817403035,-0.7742032495703323,-1.8741692721934091,0.8059409715872332,0.8095754316875914,71,33,0.46478873239436624,0.43341408841409945,0.4363756901821692,1,32,0.45070422535211274,0.9696969696969697
"Keaschall, Luke",807712,"MIN",2026,2.8366533135668903,-1.6773589868348342,3.5906347994582357,0,-0.7539814858913458,-2.8897676412814195,0,1.2124086544465844,83,35,0.4216867469879518,0.3267134975525033,0.38912590090332216,0,35,0.4216867469879518,1
"Mayo, Coby",691723,"BAL",2026,0.8615174325214705,-0.7652776472053003,1.1995308932496407,0,-0.33801346072817035,-1.1726631136078556,0,0.407385466402555,48,18,0.375,0.357783714756871,0.3642444839504597,0,18,0.375,1
"Correa, Carlos",621043,"HOU",2026,0.3770252425648666,-0.5853670895048725,1.1030379179247112,0,-0.7260126753598447,-1.2218591316191112,0,0.6364920421142387,41,15,0.3658536585365854,0.4040403715052796,0.3845503730889918,0,15,0.3658536585365854,1
"Yoshida, Masataka",807799,"BOS",2026,-0.34422440091611883,-0.15462161988923165,0.36413287147739376,0,-0.7083572723935129,-0.5455555719666163,0,0.3909339520773848,53,16,0.3018867924528303,0.3502983951255928,0.3120537695900209,0,16,0.3018867924528303,1
"Chourio, Jackson",694192,"MIL",2026,0.2104011516546285,1.6708986521139313,1.9140103941525988,-0.7979939848312791,-0.905615257666691,-1.293804099581227,0.8422582900758064,2.122444461619352,83,30,0.36144578313253006,0.3455383542296506,0.4419605507903732,1,29,0.34939759036144574,0.9666666666666667
"Bauers, Jake",641343,"MIL",2026,2.003445588952679,-1.988518170253789,3.0784409173772675,0,-1.0749953284245883,-3.0217581720035955,0,1.0332400017498062,87,38,0.43678160919540215,0.39652758811551,0.3958033129145755,0,38,0.43678160919540215,1
"Narváez, Carlos",665966,"BOS",2026,-1.0690527490466197,-0.01528903309871918,0.46623838883970875,-0.951002021517889,-0.5842891163684388,-1.1084030520350983,0.8679329215316626,0.2251810974047166,36,13,0.3611111111111111,0.40781029839958277,0.304266907593427,1,12,0.33333333333333326,0.9230769230769231
"Benge, Carson",701807,"NYM",2026,1.314789190170041,-0.5147957613227764,2.367694463706533,0,-1.052905273536491,-2.006417851543009,0,1.4916220902202324,95,28,0.29473684210526313,0.27591193429738914,0.31112135811184477,0,28,0.29473684210526313,1
"Alonso, Pete",624413,"BAL",2026,-1.5298315184108044,0.32565363744781145,1.2071987705805043,-0.8288645651203285,-1.9081657238709804,-1.6388918616696302,0.8048959433412889,1.1596495557761535,83,26,0.3132530120481929,0.37633703528466633,0.31476559580099484,1,25,0.30120481927710857,0.9615384615384616
"McLain, Matt",680574,"CIN",2026,-1.8715326060916153,2.8367028221651336,0.8592358574046507,-1.6226701536360921,-1.1080983098601733,-0.5926820771340843,1.7474056454469857,1.6819792538522331,63,20,0.31746031746031744,0.3501351443808997,0.41511071361330176,2,18,0.28571428571428553,0.9
"Mitchell, Garrett",669003,"MIL",2026,1.9670633354311677,-0.06779687347340004,2.6029055796795295,0,-0.6358422442483611,-1.804163675786962,0,1.7363668023135626,75,35,0.46666666666666673,0.3918269805531685,0.5065386244691269,0,35,0.46666666666666673,1
"Tatis Jr., Fernando",665487,"SD",2026,0.3446185551404296,0.543996429642126,2.3994843897216307,-1.5202691571031075,-0.5345966774780937,-1.9536025469730585,1.550496671326992,0.9471023052881927,97,38,0.39175257731958774,0.3251393079907502,0.3655328905639064,2,36,0.3711340206185567,0.9473684210526315
"Nuñez, Nasim",683083,"WSH",2026,0.9767959113040054,0.8009300627998213,2.3095036085580536,-0.7828933748042193,-0.5498143224498289,-1.3223747142813653,0.8512176344242276,1.272087142656959,55,20,0.36363636363636365,0.28457195394425056,0.41215346922628315,1,19,0.3454545454545454,0.95
"Beavers, Dylan",687637,"BAL",2026,1.3939813321480623,-0.7221633497706328,1.8244689566404764,0,-0.4304876244924138,-1.4422298516910879,0,0.7200665019204553,40,20,0.5000000000000001,0.4079119117743545,0.4789149144915804,0,20,0.5000000000000001,1
"Moreno, Gabriel",672515,"AZ",2026,-0.4521801173566802,-0.10655009348739539,1.0904268298015805,0,-1.5426069471582609,-1.327181646809019,0,1.2206315533216232,93,29,0.3118279569892473,0.3689279296109261,0.3433671559335708,0,29,0.3118279569892473,1
"Karros, Kyle",691720,"COL",2026,0.7409064232844026,-1.2694277776587894,2.6723570205050033,-0.8238548440073128,-1.107595753213288,-2.9223137797373724,0.780308759727736,0.8725772423508461,88,37,0.4204545454545455,0.38151513756631084,0.35393520393941974,1,36,0.40909090909090917,0.972972972972973
"Cowser, Colton",681297,"BAL",2026,0.7430233651956514,-0.6110573084279647,1.0877226524336567,0,-0.34469928723800536,-0.9978323879607713,0,0.38677507953280676,36,13,0.36111111111111105,0.3267975374160013,0.3429497169463729,0,13,0.36111111111111105,1
"Cortes, Carlos",666126,"ATH",2026,-1.1180374347005566,0.3056518833008223,0.9181262781022943,-1.6325924988101919,-0.4035712139926591,-1.4475385887026393,1.5921712259879413,0.16101924601552037,56,17,0.3035714285714286,0.28004038159054784,0.21941355364911524,2,15,0.26785714285714307,0.8823529411764706
"Hernández, Heriberto",681715,"MIA",2026,-0.3661364937003503,0.5632172307385737,0.7291598980817565,-0.7624092870799204,-0.3328871047021864,-0.623856090906042,0.7661356071944816,0.42093771445013395,38,15,0.39473684210526305,0.3605758660209558,0.38203056199696683,1,14,0.36842105263157904,0.9333333333333333
"Neto, Zach",687263,"LAA",2026,-0.670734650584051,0.7856568109213404,2.0505450741675197,-1.534929592236317,-1.1863501325152535,-2.011301052088243,1.544729755676764,1.2522281073328192,104,41,0.3942307692307693,0.37244885965850416,0.377498087946641,2,39,0.37499999999999994,0.9512195121951219
