"entity_name","entity_id","team_name","year","runner_runs","fielder_runs","runner_runs_advances","runner_runs_thrown_out","runner_runs_hold","fielder_runs_advances","fielder_runs_thrown_out","fielder_runs_hold","n_opp_xb","n_att_xb","rate_att_xb","est_rate_att_generic_runner","est_rate_att_generic_fielder","n_out","n_safe","rate_safe","rate_safe_per_attempt"
"Albies, Ozzie",645277,"ATL",2026,0.9902200048285261,-0.13160867450247174,2.336956676150955,0,-1.3467366713224285,-1.9260748210792857,0,1.794466146576814,95,36,0.3789473684210527,0.38079899596618905,0.41693558645520784,0,36,0.3789473684210527,1
"House, Brady",691781,"WSH",2026,-0.6654250446172679,0.6982704135735619,0.6116938425819973,-0.839491551317353,-0.43762733588191244,-0.5901311689506075,0.8225601515483212,0.4658414309758483,37,13,0.35135135135135126,0.35446284504300213,0.3567421181219296,1,12,0.32432432432432423,0.9230769230769231
"Ward, Taylor",621493,"BAL",2026,-2.795503458027578,2.6973793989551407,1.9784043314583826,-2.4260212600125852,-2.347886529473376,-1.9977957945545994,2.470100581976455,2.225074611533284,133,45,0.33834586466165395,0.37614184469456635,0.3721699872030957,3,42,0.3157894736842105,0.9333333333333333
"Vierling, Matt",663837,"DET",2026,0.12522697015776496,0.3297987304373495,1.3329157851938505,-0.9079965785081652,-0.2996922365279204,-1.0352761552809318,0.9291441762770346,0.4359307094412462,51,23,0.4509803921568627,0.3996924981001396,0.43569063564660937,1,22,0.4313725490196078,0.9565217391304348
"Herrera, Iván",671056,"STL",2026,-3.4871351152000627,1.899447270319712,1.2327244599142744,-2.748941715833542,-1.970917859280797,-1.7311880848872436,2.505545438232174,1.125089916974783,105,31,0.29523809523809535,0.35419327916597404,0.28807133054815237,3,28,0.26666666666666655,0.9032258064516129
"Caballero, José",676609,"NYY",2026,1.4060668132265297,-1.0330334871902886,1.7277485580653344,0,-0.32168174483880474,-1.423797415397304,0,0.3907639282070157,53,23,0.4339622641509434,0.37784012984085413,0.4032236864839448,0,23,0.4339622641509434,1
"McKinstry, Zach",656716,"DET",2026,0.125320709195096,0.3756296931519024,2.1074328776777875,-1.538506314911742,-0.44360585357094967,-1.8048453224211372,1.5631080603054945,0.617366955267545,57,23,0.4035087719298246,0.28059180692782554,0.32166981145720314,2,21,0.36842105263157887,0.9130434782608695
"Ramos, Heliot",671218,"SF",2026,0.6084020579734873,-0.7228762077204542,1.3580054087371618,0,-0.7496033507636743,-1.4638684337837258,0,0.7409922260632719,72,25,0.3472222222222224,0.3440992979265569,0.3365998803981726,0,25,0.3472222222222224,1
"Arenado, Nolan",571448,"AZ",2026,-1.4412596955514454,-0.18329229389207388,1.1320860411266895,-0.9180864682949665,-1.6552592683831684,-1.9115868351403327,0.8266152886884071,0.901679252559852,74,26,0.35135135135135126,0.416720952190957,0.33752166754830143,1,25,0.33783783783783816,0.9615384615384616
"Lindor, Francisco",596019,"NYM",2026,0.06799399517991904,-0.04119229564604051,1.3089656074846712,-0.7711801778176952,-0.46979143448705696,-1.3541268556064605,0.7943430695975228,0.5185914903628973,42,17,0.4047619047619047,0.36073230806414563,0.3679121320119321,1,16,0.3809523809523809,0.9411764705882353
"Contreras, William",661388,"MIL",2026,-1.1872346859584975,-0.046957075269426815,0.9603070524605714,0,-2.147541738419068,-1.4033488294523846,0,1.3563917541829575,88,19,0.21590909090909097,0.31272467295644146,0.2479082923822243,0,19,0.21590909090909097,1
"Grissom, Vaughn",687093,"LAA",2026,0.10130742243054566,-0.35325061741159536,0.9296667752254664,0,-0.8283593527949209,-1.0175659851629657,0,0.6643153677513701,43,16,0.372093023255814,0.3961190077025179,0.3709937274712277,0,16,0.372093023255814,1
"Rafaela, Ceddanne",678882,"BOS",2026,2.924347217859859,-1.0341309887673928,4.309251968737697,-0.7789636888618564,-0.6059410620159814,-2.9981710047642203,0.8276683446767461,1.136371671320082,94,39,0.4148936170212766,0.29843417167134106,0.38228837064394455,1,38,0.4042553191489362,0.9743589743589743
"O'Hoppe, Logan",681351,"LAA",2026,-2.0124450877582225,1.9770736729508598,0.36371351519602,-0.925885482532834,-1.4502731204214088,-0.3713132291632121,0.9082316671327407,1.4401552349813311,38,9,0.2368421052631579,0.3958152850648336,0.3900679964118855,1,8,0.21052631578947373,0.8888888888888888
"Swanson, Dansby",621020,"CHC",2026,2.183023848867989,-1.106897928502239,3.505579785565251,-0.7607358713760749,-0.5618200653211874,-2.731228160217203,0.7710364415671309,0.8532937901478338,80,40,0.5000000000000001,0.389641141467758,0.44266162074710186,1,39,0.4874999999999999,0.975
"Seager, Corey",608369,"TEX",2026,-0.9488884680151137,0.20274835435164007,0.21940068029694004,0,-1.1682891483120539,-0.4458912203946785,0,0.6486395747463184,36,9,0.25000000000000006,0.3932962580176324,0.30483332036441013,0,9,0.25000000000000006,1
"Díaz, Yandy",650490,"TB",2026,-1.1433222571820674,-0.21652502142688976,2.1598278676143696,-0.7730884116597126,-2.530061713136724,-2.7722244718001434,0.7649674567070105,1.7907319936662434,101,33,0.32673267326732686,0.38226943177305506,0.32599996215837584,1,32,0.3168316831683167,0.9696969696969697
"Caratini, Victor",605170,"MIN",2026,-2.5358440719265682,0.24169348579384642,0.41876751101546894,-0.8885807091795848,-2.0660308737624526,-1.3066603624204458,0.807218443758041,0.7411354044562511,59,13,0.22033898305084745,0.372732145316424,0.2172729532031302,1,12,0.2033898305084746,0.9230769230769231
"Lee, Hao-Yu",701678,"DET",2026,-1.4073474437333011,1.6321493829519604,0.7334074094988662,-1.6864319174497449,-0.45432293578242267,-0.59993528074065,1.696999181975607,0.5350854817170025,44,16,0.36363636363636365,0.3459380179946953,0.3642044698187648,2,14,0.3181818181818182,0.875
