player_id,position_name,age,v_burst_0_10,v_accel_10_45,v_top_45_90,runner_runs_tot,rate_att_xb,rate_safe,n_sb,n_cs,sb_attempts,sb_success_rate
650489,2B,29,11.235955056179774,23.17880794701987,28.6624203821656,0.2156968302489934,0.3157894736842107,0.3026315789473685,7,1,8,0.875
665862,2B,28,11.904761904761905,23.972602739726028,28.6624203821656,4.1172868030422425,0.3529411764705883,0.3529411764705883,23,3,26,0.8846153846153846
694192,LF,22,11.494252873563218,24.13793103448276,29.801324503311253,1.3331057101344548,0.36144578313253,0.3493975903614457,7,0,7,1.0
701675,CF,25,11.904761904761905,23.489932885906036,28.301886792452834,0.4658675767253321,0.4423076923076923,0.4230769230769231,5,2,7,0.7142857142857143
665019,1B,30,11.904761904761905,23.489932885906036,27.950310559006212,0.8196502221664195,0.5142857142857142,0.4857142857142855,7,2,9,0.7777777777777778
676391,2B,30,11.363636363636363,23.026315789473685,28.301886792452827,-0.2707735804461219,0.3301886792452829,0.3113207547169811,4,0,4,1.0
686555,LF,28,11.904761904761905,23.489932885906036,28.301886792452834,-2.9775179529435487,0.4782608695652174,0.4347826086956522,5,5,10,0.5
686555,LF,28,11.627906976744185,23.178807947019862,27.950310559006212,-2.9775179529435487,0.4782608695652174,0.4347826086956522,5,5,10,0.5
661388,C,28,11.363636363636363,22.435897435897434,26.627218934911244,-2.340472201441111,0.2159090909090909,0.2159090909090909,1,2,3,0.3333333333333333
575929,1B,34,11.235955056179774,22.727272727272727,27.272727272727273,-2.204715509039011,0.3522727272727272,0.3295454545454545,3,3,6,0.5
681297,CF,26,12.048192771084338,23.809523809523814,27.777777777777775,1.283896514250578,0.361111111111111,0.361111111111111,8,2,10,0.8
702222,CF,22,12.048192771084338,24.47552447552448,29.605263157894736,0.717758684330857,0.3064516129032258,0.3064516129032258,9,3,12,0.75
686611,RF,24,11.627906976744185,24.137931034482754,29.22077922077922,1.6814223656180047,0.3999999999999999,0.3999999999999999,6,0,6,1.0
691718,CF,24,12.195121951219512,24.647887323943657,29.411764705882355,3.7198758358755777,0.402439024390244,0.402439024390244,21,5,26,0.8076923076923077
665833,CF,27,11.627906976744185,23.489932885906036,29.03225806451613,2.067138145214144,0.4107142857142857,0.375,17,4,21,0.8095238095238095
682829,SS,24,11.904761904761905,24.137931034482754,29.03225806451613,0.9628309630204324,0.3750000000000001,0.3636363636363636,13,4,17,0.7647058823529411
682829,SS,24,11.363636363636363,23.64864864864865,29.032258064516125,0.9628309630204324,0.3750000000000001,0.3636363636363636,13,4,17,0.7647058823529411
800050,RF,24,11.904761904761905,23.333333333333332,26.785714285714292,0.7262257401203696,0.3626373626373625,0.3516483516483517,4,1,5,0.8
676356,RF,27,11.494252873563218,24.13793103448276,29.605263157894736,-0.0057115833050629,0.4324324324324325,0.4324324324324325,7,4,11,0.6363636363636364
677649,SS,27,11.764705882352942,23.64864864864865,29.03225806451613,0.96715512284965,0.453125,0.4374999999999999,8,2,10,0.8
680776,LF,29,12.195121951219512,24.137931034482754,28.846153846153847,2.262303520558888,0.4333333333333332,0.4166666666666667,12,1,13,0.9230769230769231
702332,3B,26,11.363636363636363,23.026315789473685,27.777777777777782,0.999041927230204,0.4507042253521126,0.4366197183098592,11,3,14,0.7857142857142857
669364,2B,26,11.904761904761905,23.809523809523807,28.301886792452834,2.0067142821000568,0.3999999999999999,0.3799999999999999,13,2,15,0.8666666666666667
669364,2B,26,11.627906976744185,23.178807947019862,28.662420382165607,2.0067142821000568,0.3999999999999999,0.3799999999999999,13,2,15,0.8666666666666667
805999,CF,21,12.345679012345679,24.647887323943664,29.801324503311253,0.2863937529801924,0.3199999999999999,0.3199999999999999,11,4,15,0.7333333333333333
518692,1B,36,11.627906976744185,22.012578616352197,25.139664804469273,-1.3709107768310047,0.3644067796610171,0.347457627118644,3,0,3,1.0
671289,RF,27,11.627906976744185,23.178807947019862,27.607361963190186,-2.4019949547772965,0.3191489361702128,0.2978723404255319,4,3,7,0.5714285714285714
686217,RF,26,12.048192771084338,24.305555555555557,29.03225806451613,0.9493974537567976,0.3999999999999999,0.3999999999999999,4,1,5,0.8
672580,3B,26,11.363636363636363,23.026315789473685,27.950310559006212,0.4888293926067688,0.4146341463414633,0.4146341463414633,5,3,8,0.625
680869,3B,26,11.764705882352942,23.809523809523814,29.032258064516125,2.0665375858743893,0.4482758620689655,0.4310344827586208,6,0,6,1.0
665926,SS,27,12.195121951219512,23.64864864864865,27.60736196319018,-0.0503361092428961,0.2962962962962963,0.2777777777777779,8,1,9,0.8888888888888888
693304,3B,27,11.627906976744185,23.489932885906036,29.03225806451613,0.6703527838648178,0.3404255319148938,0.3297872340425531,3,1,4,0.75
696100,C,26,11.363636363636363,23.026315789473685,27.60736196319018,-2.9964891553649107,0.3417721518987342,0.3164556962025316,3,3,6,0.5
804606,SS,20,12.048192771084338,24.305555555555557,29.801324503311264,4.839193663009572,0.423728813559322,0.423728813559322,13,1,14,0.9285714285714286
663757,CF,29,11.904761904761905,23.178807947019862,27.4390243902439,-2.124955274800473,0.3188405797101452,0.2753623188405799,5,1,6,0.8333333333333334
665489,1B,27,11.11111111111111,22.292993630573246,27.4390243902439,-0.8147168838636762,0.3619047619047618,0.3523809523809524,5,1,6,0.8333333333333334
