"last_name, first_name",player_id,team_id,team,position,age,competitive_runs,bolts,hp_to_1b,sprint_speed,entity_name,team_name,start_year,end_year,runner_runs_tot,runner_runs_XB,runner_runs_SBX,N_runner_moved,runner_runs_XB_swipe,runner_runs_XB_snipe,runner_runs_XB_freeze,N_runner_moved_XB,runner_runs_SB2,runner_runs_SB3,simple_stolen_on_running_act_SB2,simple_stolen_on_running_act_SB3,N_runner_moved_SBX,runner_runs_per_run
"Nuñez, Nasim",683083,120,WSH,2B,25,138,48.0,4.16,29.8,"Nuñez, Nasim",WSH,2026,2026,5.68525144583643,0.9767959113040056,4.708455534532424,54,2.3095036085580536,-0.7828933748042193,-0.5498143224498289,20,3.404859044181651,1.3035964903507742,18.22976282973394,6.36408647433599,34,0.041197474245191525
"Scott II, Victor",687363,138,STL,CF,25,70,29.0,4.16,29.7,"Scott II, Victor",STL,2026,2026,1.158437448343714,0.7804578287289775,0.3779796196147365,28,1.0025361780749849,0.0,-0.2220783493460073,16,0.2174447083534818,0.1605349112612546,3.614795953117313,0.7051829173651816,12,0.0165491064049102
"Carroll, Corbin",682998,109,AZ,RF,25,152,44.0,4.13,29.7,"Carroll, Corbin",AZ,2026,2026,5.047477059018891,3.9977193427446993,1.0497577162741918,67,5.345888702512723,-0.7632792285778593,-0.5848901311901651,51,0.2922480885637582,0.7575096277104337,3.2080794719675225,3.4957746715728955,16,0.033207085914597964
"Hill, Derek",656537,143,PHI,CF,30,43,12.0,4.27,29.6,"Hill, Derek",PHI,2026,2026,1.013741142235299,0.2683732804318316,0.7453678618034674,26,1.460301515067763,-0.8744330948703398,-0.3174951397655913,12,0.3820530501400867,0.3633148116633808,4.782816059927589,1.649644626999183,14,0.02357537540082091
"Crawford, Justin",702222,143,PHI,CF,22,134,53.0,4.16,29.6,"Crawford, Justin",PHI,2026,2026,0.717758684330857,0.3166335394709438,0.4011251448599132,31,1.4524082530237603,0.0,-1.135774713552816,19,0.4153744067872824,-0.0142492619273694,3.9446116892129184,-0.4445980881394412,12,0.005356408092021321
"Crow-Armstrong, Pete",691718,112,CHC,CF,24,140,29.0,4.26,29.5,"Crow-Armstrong, Pete",CHC,2026,2026,3.7198758358755777,2.158270001990701,1.5616058338848768,62,2.7544995877472958,0.0,-0.5962295857565943,33,1.2541018466937628,0.307503987191114,10.23887320462008,2.4044398941986747,29,0.026570541684825554
"Simpson, Chandler",802415,139,TB,LF,25,223,79.0,3.98,29.5,"Simpson, Chandler",TB,2026,2026,6.172686974144408,4.261432562966856,1.911254411177553,76,5.3167752073446986,-0.7758485777832864,-0.279494066594557,46,1.8883427701250128,0.022911641052541,11.754233881003612,2.142618202930394,30,0.027680210646387482
"Mangum, Jake",663968,134,PIT,CF,30,148,37.0,4.04,29.5,"Mangum, Jake",PIT,2026,2026,1.4322323197643945,1.5833690535198772,-0.1511367337554827,38,2.278379722818061,0.0,-0.6950106692981831,22,0.1722147439580278,-0.3233514777135104,3.649829217136768,-0.6016027527588497,16,0.009677245403813477
"Ewing, A.J.",805999,121,NYM,CF,21,97,29.0,4.15,29.4,"Ewing, A.J.",NYM,2026,2026,0.2863937529801924,0.5176928156634761,-0.2312990626832837,32,1.064549330549968,0.0,-0.5468565148864916,16,-0.3245895786407803,0.0932905159574957,2.328354579182966,0.3035373229245287,16,0.0029525129173215707
"Tolbert, Tyler",686475,118,KC,SS,28,38,5.0,4.27,29.4,"Tolbert, Tyler",KC,2026,2026,0.9995571762556948,-0.3528804817161645,1.352437657971859,24,0.7759387370789521,-0.7517603495050382,-0.3770588692900782,10,1.0006705962447673,0.351767061727092,6.73546128837404,1.7196102649165068,14,0.026304136217255126
